,Year,Quarter,Month,Day,% Units Market Share,% Units Market Share R12M
4687,2011,Qtr 4,November,1,0.0%,0.00%
4688,2011,Qtr 4,November,2,0.0%,0.00%
4689,2011,Qtr 4,November,3,0.0%,0.00%
4690,2011,Qtr 4,November,4,0.0%,0.00%
4691,2011,Qtr 4,November,5,0.0%,0.00%
4692,2011,Qtr 4,November,6,0.0%,0.00%
4693,2011,Qtr 4,November,7,0.0%,0.00%
4694,2011,Qtr 4,November,8,0.0%,0.00%
4695,2011,Qtr 4,November,9,0.0%,0.00%
4696,2011,Qtr 4,November,10,0.0%,0.00%
4697,2011,Qtr 4,November,11,0.0%,0.00%
4698,2011,Qtr 4,November,12,0.0%,0.00%
4699,2011,Qtr 4,November,13,0.0%,0.00%
4700,2011,Qtr 4,November,14,0.0%,0.00%
4701,2011,Qtr 4,November,15,0.0%,0.00%
4702,2011,Qtr 4,November,16,0.0%,0.00%
4703,2011,Qtr 4,November,17,0.0%,0.00%
4704,2011,Qtr 4,November,18,0.0%,0.00%
4705,2011,Qtr 4,November,19,0.0%,0.00%
4706,2011,Qtr 4,November,20,0.0%,0.00%
4707,2011,Qtr 4,November,21,0.0%,0.00%
4708,2011,Qtr 4,November,22,0.0%,0.00%
4709,2011,Qtr 4,November,23,0.0%,0.00%
4710,2011,Qtr 4,November,24,0.0%,0.00%
4711,2011,Qtr 4,November,25,0.0%,0.00%
4712,2011,Qtr 4,November,26,0.0%,0.00%
4713,2011,Qtr 4,November,27,0.0%,0.00%
4714,2011,Qtr 4,November,28,0.0%,0.00%
4715,2011,Qtr 4,November,29,0.0%,0.00%
4716,2011,Qtr 4,November,30,0.0%,0.00%
4717,2011,Qtr 4,December,1,0.0%,0.00%
4718,2011,Qtr 4,December,2,0.0%,0.00%
4719,2011,Qtr 4,December,3,0.0%,0.00%
4720,2011,Qtr 4,December,4,0.0%,0.00%
4721,2011,Qtr 4,December,5,0.0%,0.00%
4722,2011,Qtr 4,December,6,0.0%,0.00%
4723,2011,Qtr 4,December,7,0.0%,0.00%
4724,2011,Qtr 4,December,8,0.0%,0.00%
4725,2011,Qtr 4,December,9,0.0%,0.00%
4726,2011,Qtr 4,December,10,0.0%,0.00%
4727,2011,Qtr 4,December,11,0.0%,0.00%
4728,2011,Qtr 4,December,12,0.0%,0.00%
4729,2011,Qtr 4,December,13,0.0%,0.00%
4730,2011,Qtr 4,December,14,0.0%,0.00%
4731,2011,Qtr 4,December,15,0.0%,0.00%
4732,2011,Qtr 4,December,16,0.0%,0.00%
4733,2011,Qtr 4,December,17,0.0%,0.00%
4734,2011,Qtr 4,December,18,0.0%,0.00%
4735,2011,Qtr 4,December,19,0.0%,0.00%
4736,2011,Qtr 4,December,20,0.0%,0.00%
4737,2011,Qtr 4,December,21,0.0%,0.00%
4738,2011,Qtr 4,December,22,0.0%,0.00%
4739,2011,Qtr 4,December,23,0.0%,0.00%
4740,2011,Qtr 4,December,24,0.0%,0.00%
4741,2011,Qtr 4,December,25,0.0%,0.00%
4742,2011,Qtr 4,December,26,0.0%,0.00%
4743,2011,Qtr 4,December,27,0.0%,0.00%
4744,2011,Qtr 4,December,28,0.0%,0.00%
4745,2011,Qtr 4,December,29,0.0%,0.00%
4746,2011,Qtr 4,December,30,0.0%,0.00%
4747,2011,Qtr 4,December,31,0.0%,0.00%
4748,2012,Qtr 1,January,1,0.0%,0.00%
4749,2012,Qtr 1,January,2,0.0%,0.00%
4750,2012,Qtr 1,January,3,0.0%,0.00%
4751,2012,Qtr 1,January,4,0.0%,0.00%
4752,2012,Qtr 1,January,5,0.0%,0.00%
4753,2012,Qtr 1,January,6,0.0%,0.00%
4754,2012,Qtr 1,January,7,0.0%,0.00%
4755,2012,Qtr 1,January,8,0.0%,0.00%
4756,2012,Qtr 1,January,9,0.0%,0.00%
4757,2012,Qtr 1,January,10,0.0%,0.00%
4758,2012,Qtr 1,January,11,0.0%,0.00%
4759,2012,Qtr 1,January,12,0.0%,0.00%
4760,2012,Qtr 1,January,13,0.0%,0.00%
4761,2012,Qtr 1,January,14,0.0%,0.00%
4762,2012,Qtr 1,January,15,0.0%,0.00%
4763,2012,Qtr 1,January,16,0.0%,0.00%
4764,2012,Qtr 1,January,17,0.0%,0.00%
4765,2012,Qtr 1,January,18,0.0%,0.00%
4766,2012,Qtr 1,January,19,0.0%,0.00%
4767,2012,Qtr 1,January,20,0.0%,0.00%
4768,2012,Qtr 1,January,21,0.0%,0.00%
4769,2012,Qtr 1,January,22,0.0%,0.00%
4770,2012,Qtr 1,January,23,0.0%,0.00%
4771,2012,Qtr 1,January,24,0.0%,0.00%
4772,2012,Qtr 1,January,25,0.0%,0.00%
4773,2012,Qtr 1,January,26,0.0%,0.00%
4774,2012,Qtr 1,January,27,0.0%,0.00%
4775,2012,Qtr 1,January,28,0.0%,0.00%
4776,2012,Qtr 1,January,29,0.0%,0.00%
4777,2012,Qtr 1,January,30,0.0%,0.00%
4778,2012,Qtr 1,January,31,0.0%,0.00%
4779,2012,Qtr 1,February,1,0.0%,0.00%
4780,2012,Qtr 1,February,2,0.0%,0.00%
4781,2012,Qtr 1,February,3,0.0%,0.00%
4782,2012,Qtr 1,February,4,0.0%,0.00%
4783,2012,Qtr 1,February,5,0.0%,0.00%
4784,2012,Qtr 1,February,6,0.0%,0.00%
4785,2012,Qtr 1,February,7,0.0%,0.00%
4786,2012,Qtr 1,February,8,0.0%,0.00%
4787,2012,Qtr 1,February,9,0.0%,0.00%
4788,2012,Qtr 1,February,10,0.0%,0.00%
4789,2012,Qtr 1,February,11,0.0%,0.00%
4790,2012,Qtr 1,February,12,0.0%,0.00%
4791,2012,Qtr 1,February,13,0.0%,0.00%
4792,2012,Qtr 1,February,14,0.0%,0.00%
4793,2012,Qtr 1,February,15,0.0%,0.00%
4794,2012,Qtr 1,February,16,0.0%,0.00%
4795,2012,Qtr 1,February,17,0.0%,0.00%
4796,2012,Qtr 1,February,18,0.0%,0.00%
4797,2012,Qtr 1,February,19,0.0%,0.00%
4798,2012,Qtr 1,February,20,0.0%,0.00%
4799,2012,Qtr 1,February,21,0.0%,0.00%
4800,2012,Qtr 1,February,22,0.0%,0.00%
4801,2012,Qtr 1,February,23,0.0%,0.00%
4802,2012,Qtr 1,February,24,0.0%,0.00%
4803,2012,Qtr 1,February,25,0.0%,0.00%
4804,2012,Qtr 1,February,26,0.0%,0.00%
4805,2012,Qtr 1,February,27,0.0%,0.00%
4806,2012,Qtr 1,February,28,0.0%,0.00%
4807,2012,Qtr 1,February,29,0.0%,0.00%
4808,2012,Qtr 1,March,1,0.0%,0.00%
4809,2012,Qtr 1,March,2,0.0%,0.00%
4810,2012,Qtr 1,March,3,0.0%,0.00%
4811,2012,Qtr 1,March,4,0.0%,0.00%
4812,2012,Qtr 1,March,5,0.0%,0.00%
4813,2012,Qtr 1,March,6,0.0%,0.00%
4814,2012,Qtr 1,March,7,0.0%,0.00%
4815,2012,Qtr 1,March,8,0.0%,0.00%
4816,2012,Qtr 1,March,9,0.0%,0.00%
4817,2012,Qtr 1,March,10,0.0%,0.00%
4818,2012,Qtr 1,March,11,0.0%,0.00%
4819,2012,Qtr 1,March,12,0.0%,0.00%
4820,2012,Qtr 1,March,13,0.0%,0.00%
4821,2012,Qtr 1,March,14,0.0%,0.00%
4822,2012,Qtr 1,March,15,0.0%,0.00%
4823,2012,Qtr 1,March,16,0.0%,0.00%
4824,2012,Qtr 1,March,17,0.0%,0.00%
4825,2012,Qtr 1,March,18,0.0%,0.00%
4826,2012,Qtr 1,March,19,0.0%,0.00%
4827,2012,Qtr 1,March,20,0.0%,0.00%
4828,2012,Qtr 1,March,21,0.0%,0.00%
4829,2012,Qtr 1,March,22,0.0%,0.00%
4830,2012,Qtr 1,March,23,0.0%,0.00%
4831,2012,Qtr 1,March,24,0.0%,0.00%
4832,2012,Qtr 1,March,25,0.0%,0.00%
4833,2012,Qtr 1,March,26,0.0%,0.00%
4834,2012,Qtr 1,March,27,0.0%,0.00%
4835,2012,Qtr 1,March,28,0.0%,0.00%
4836,2012,Qtr 1,March,29,0.0%,0.00%
4837,2012,Qtr 1,March,30,0.0%,0.00%
4838,2012,Qtr 1,March,31,0.0%,0.00%
4839,2012,Qtr 2,April,1,0.0%,0.00%
4840,2012,Qtr 2,April,2,0.0%,0.00%
4841,2012,Qtr 2,April,3,0.0%,0.00%
4842,2012,Qtr 2,April,4,0.0%,0.00%
4843,2012,Qtr 2,April,5,0.0%,0.00%
4844,2012,Qtr 2,April,6,0.0%,0.00%
4845,2012,Qtr 2,April,7,0.0%,0.00%
4846,2012,Qtr 2,April,8,0.0%,0.00%
4847,2012,Qtr 2,April,9,0.0%,0.00%
4848,2012,Qtr 2,April,10,0.0%,0.00%
4849,2012,Qtr 2,April,11,0.0%,0.00%
4850,2012,Qtr 2,April,12,0.0%,0.00%
4851,2012,Qtr 2,April,13,0.0%,0.00%
4852,2012,Qtr 2,April,14,0.0%,0.00%
4853,2012,Qtr 2,April,15,0.0%,0.00%
4854,2012,Qtr 2,April,16,0.0%,0.00%
4855,2012,Qtr 2,April,17,0.0%,0.00%
4856,2012,Qtr 2,April,18,0.0%,0.00%
4857,2012,Qtr 2,April,19,0.0%,0.00%
4858,2012,Qtr 2,April,20,0.0%,0.00%
4859,2012,Qtr 2,April,21,0.0%,0.00%
4860,2012,Qtr 2,April,22,0.0%,0.00%
4861,2012,Qtr 2,April,23,0.0%,0.00%
4862,2012,Qtr 2,April,24,0.0%,0.00%
4863,2012,Qtr 2,April,25,0.0%,0.00%
4864,2012,Qtr 2,April,26,0.0%,0.00%
4865,2012,Qtr 2,April,27,0.0%,0.00%
4866,2012,Qtr 2,April,28,0.0%,0.00%
4867,2012,Qtr 2,April,29,0.0%,0.00%
4868,2012,Qtr 2,April,30,0.0%,0.00%
4869,2012,Qtr 2,May,1,0.0%,0.00%
4870,2012,Qtr 2,May,2,0.0%,0.00%
4871,2012,Qtr 2,May,3,0.0%,0.00%
4872,2012,Qtr 2,May,4,0.0%,0.00%
4873,2012,Qtr 2,May,5,0.0%,0.00%
4874,2012,Qtr 2,May,6,0.0%,0.00%
4875,2012,Qtr 2,May,7,0.0%,0.00%
4876,2012,Qtr 2,May,8,0.0%,0.00%
4877,2012,Qtr 2,May,9,0.0%,0.00%
4878,2012,Qtr 2,May,10,0.0%,0.00%
4879,2012,Qtr 2,May,11,0.0%,0.00%
4880,2012,Qtr 2,May,12,0.0%,0.00%
4881,2012,Qtr 2,May,13,0.0%,0.00%
4882,2012,Qtr 2,May,14,0.0%,0.00%
4883,2012,Qtr 2,May,15,0.0%,0.00%
4884,2012,Qtr 2,May,16,0.0%,0.00%
4885,2012,Qtr 2,May,17,0.0%,0.00%
4886,2012,Qtr 2,May,18,0.0%,0.00%
4887,2012,Qtr 2,May,19,0.0%,0.00%
4888,2012,Qtr 2,May,20,0.0%,0.00%
4889,2012,Qtr 2,May,21,0.0%,0.00%
4890,2012,Qtr 2,May,22,0.0%,0.00%
4891,2012,Qtr 2,May,23,0.0%,0.00%
4892,2012,Qtr 2,May,24,0.0%,0.00%
4893,2012,Qtr 2,May,25,0.0%,0.00%
4894,2012,Qtr 2,May,26,0.0%,0.00%
4895,2012,Qtr 2,May,27,0.0%,0.00%
4896,2012,Qtr 2,May,28,0.0%,0.00%
4897,2012,Qtr 2,May,29,0.0%,0.00%
4898,2012,Qtr 2,May,30,0.0%,0.00%
4899,2012,Qtr 2,May,31,0.0%,0.00%
4900,2012,Qtr 2,June,1,0.0%,0.00%
4901,2012,Qtr 2,June,2,0.0%,0.00%
4902,2012,Qtr 2,June,3,0.0%,0.00%
4903,2012,Qtr 2,June,4,0.0%,0.00%
4904,2012,Qtr 2,June,5,0.0%,0.00%
4905,2012,Qtr 2,June,6,0.0%,0.00%
4906,2012,Qtr 2,June,7,0.0%,0.00%
4907,2012,Qtr 2,June,8,0.0%,0.00%
4908,2012,Qtr 2,June,9,0.0%,0.00%
4909,2012,Qtr 2,June,10,0.0%,0.00%
4910,2012,Qtr 2,June,11,0.0%,0.00%
4911,2012,Qtr 2,June,12,0.0%,0.00%
4912,2012,Qtr 2,June,13,0.0%,0.00%
4913,2012,Qtr 2,June,14,0.0%,0.00%
4914,2012,Qtr 2,June,15,0.0%,0.00%
4915,2012,Qtr 2,June,16,0.0%,0.00%
4916,2012,Qtr 2,June,17,0.0%,0.00%
4917,2012,Qtr 2,June,18,0.0%,0.00%
4918,2012,Qtr 2,June,19,0.0%,0.00%
4919,2012,Qtr 2,June,20,0.0%,0.00%
4920,2012,Qtr 2,June,21,0.0%,0.00%
4921,2012,Qtr 2,June,22,0.0%,0.00%
4922,2012,Qtr 2,June,23,0.0%,0.00%
4923,2012,Qtr 2,June,24,0.0%,0.00%
4924,2012,Qtr 2,June,25,0.0%,0.00%
4925,2012,Qtr 2,June,26,0.0%,0.00%
4926,2012,Qtr 2,June,27,0.0%,0.00%
4927,2012,Qtr 2,June,28,0.0%,0.00%
4928,2012,Qtr 2,June,29,0.0%,0.00%
4929,2012,Qtr 2,June,30,0.0%,0.00%
4930,2012,Qtr 3,July,1,0.0%,0.00%
4931,2012,Qtr 3,July,2,0.0%,0.00%
4932,2012,Qtr 3,July,3,0.0%,0.00%
4933,2012,Qtr 3,July,4,0.0%,0.00%
4934,2012,Qtr 3,July,5,0.0%,0.00%
4935,2012,Qtr 3,July,6,0.0%,0.00%
4936,2012,Qtr 3,July,7,0.0%,0.00%
4937,2012,Qtr 3,July,8,0.0%,0.00%
4938,2012,Qtr 3,July,9,0.0%,0.00%
4939,2012,Qtr 3,July,10,0.0%,0.00%
4940,2012,Qtr 3,July,11,0.0%,0.00%
4941,2012,Qtr 3,July,12,0.0%,0.00%
4942,2012,Qtr 3,July,13,0.0%,0.00%
4943,2012,Qtr 3,July,14,0.0%,0.00%
4944,2012,Qtr 3,July,15,0.0%,0.00%
4945,2012,Qtr 3,July,16,0.0%,0.00%
4946,2012,Qtr 3,July,17,0.0%,0.00%
4947,2012,Qtr 3,July,18,0.0%,0.00%
4948,2012,Qtr 3,July,19,0.0%,0.00%
4949,2012,Qtr 3,July,20,0.0%,0.00%
4950,2012,Qtr 3,July,21,0.0%,0.00%
4951,2012,Qtr 3,July,22,0.0%,0.00%
4952,2012,Qtr 3,July,23,0.0%,0.00%
4953,2012,Qtr 3,July,24,0.0%,0.00%
4954,2012,Qtr 3,July,25,0.0%,0.00%
4955,2012,Qtr 3,July,26,0.0%,0.00%
4956,2012,Qtr 3,July,27,0.0%,0.00%
4957,2012,Qtr 3,July,28,0.0%,0.00%
4958,2012,Qtr 3,July,29,0.0%,0.00%
4959,2012,Qtr 3,July,30,0.0%,0.00%
4960,2012,Qtr 3,July,31,0.0%,0.00%
4961,2012,Qtr 3,August,1,0.0%,0.00%
4962,2012,Qtr 3,August,2,0.0%,0.00%
4963,2012,Qtr 3,August,3,0.0%,0.00%
4964,2012,Qtr 3,August,4,0.0%,0.00%
4965,2012,Qtr 3,August,5,0.0%,0.00%
4966,2012,Qtr 3,August,6,0.0%,0.00%
4967,2012,Qtr 3,August,7,0.0%,0.00%
4968,2012,Qtr 3,August,8,0.0%,0.00%
4969,2012,Qtr 3,August,9,0.0%,0.00%
4970,2012,Qtr 3,August,10,0.0%,0.00%
4971,2012,Qtr 3,August,11,0.0%,0.00%
4972,2012,Qtr 3,August,12,0.0%,0.00%
4973,2012,Qtr 3,August,13,0.0%,0.00%
4974,2012,Qtr 3,August,14,0.0%,0.00%
4975,2012,Qtr 3,August,15,0.0%,0.00%
4976,2012,Qtr 3,August,16,0.0%,0.00%
4977,2012,Qtr 3,August,17,0.0%,0.00%
4978,2012,Qtr 3,August,18,0.0%,0.00%
4979,2012,Qtr 3,August,19,0.0%,0.00%
4980,2012,Qtr 3,August,20,0.0%,0.00%
4981,2012,Qtr 3,August,21,0.0%,0.00%
4982,2012,Qtr 3,August,22,0.0%,0.00%
4983,2012,Qtr 3,August,23,0.0%,0.00%
4984,2012,Qtr 3,August,24,0.0%,0.00%
4985,2012,Qtr 3,August,25,0.0%,0.00%
4986,2012,Qtr 3,August,26,0.0%,0.00%
4987,2012,Qtr 3,August,27,0.0%,0.00%
4988,2012,Qtr 3,August,28,0.0%,0.00%
4989,2012,Qtr 3,August,29,0.0%,0.00%
4990,2012,Qtr 3,August,30,0.0%,0.00%
4991,2012,Qtr 3,August,31,0.0%,0.00%
4992,2012,Qtr 3,September,1,0.0%,0.00%
4993,2012,Qtr 3,September,2,0.0%,0.00%
4994,2012,Qtr 3,September,3,0.0%,0.00%
4995,2012,Qtr 3,September,4,0.0%,0.00%
4996,2012,Qtr 3,September,5,0.0%,0.00%
4997,2012,Qtr 3,September,6,0.0%,0.00%
4998,2012,Qtr 3,September,7,0.0%,0.00%
4999,2012,Qtr 3,September,8,0.0%,0.00%
5000,2012,Qtr 3,September,9,0.0%,0.00%
5001,2012,Qtr 3,September,10,0.0%,0.00%
5002,2012,Qtr 3,September,11,0.0%,0.00%
5003,2012,Qtr 3,September,12,0.0%,0.00%
5004,2012,Qtr 3,September,13,0.0%,0.00%
5005,2012,Qtr 3,September,14,0.0%,0.00%
5006,2012,Qtr 3,September,15,0.0%,0.00%
5007,2012,Qtr 3,September,16,0.0%,0.00%
5008,2012,Qtr 3,September,17,0.0%,0.00%
5009,2012,Qtr 3,September,18,0.0%,0.00%
5010,2012,Qtr 3,September,19,0.0%,0.00%
5011,2012,Qtr 3,September,20,0.0%,0.00%
5012,2012,Qtr 3,September,21,0.0%,0.00%
5013,2012,Qtr 3,September,22,0.0%,0.00%
5014,2012,Qtr 3,September,23,0.0%,0.00%
5015,2012,Qtr 3,September,24,0.0%,0.00%
5016,2012,Qtr 3,September,25,0.0%,0.00%
5017,2012,Qtr 3,September,26,0.0%,0.00%
5018,2012,Qtr 3,September,27,0.0%,0.00%
5019,2012,Qtr 3,September,28,0.0%,0.00%
5020,2012,Qtr 3,September,29,0.0%,0.00%
5021,2012,Qtr 3,September,30,0.0%,0.00%
5022,2012,Qtr 4,October,1,0.0%,0.00%
5023,2012,Qtr 4,October,2,0.0%,0.00%
5024,2012,Qtr 4,October,3,0.0%,0.00%
5025,2012,Qtr 4,October,4,0.0%,0.00%
5026,2012,Qtr 4,October,5,0.0%,0.00%
5027,2012,Qtr 4,October,6,0.0%,0.00%
5028,2012,Qtr 4,October,7,0.0%,0.00%
5029,2012,Qtr 4,October,8,0.0%,0.00%
5030,2012,Qtr 4,October,9,0.0%,0.00%
5031,2012,Qtr 4,October,10,0.0%,0.00%
5032,2012,Qtr 4,October,11,0.0%,0.00%
5033,2012,Qtr 4,October,12,0.0%,0.00%
5034,2012,Qtr 4,October,13,0.0%,0.00%
5035,2012,Qtr 4,October,14,0.0%,0.00%
5036,2012,Qtr 4,October,15,0.0%,0.00%
5037,2012,Qtr 4,October,16,0.0%,0.00%
5038,2012,Qtr 4,October,17,0.0%,0.00%
5039,2012,Qtr 4,October,18,0.0%,0.00%
5040,2012,Qtr 4,October,19,0.0%,0.00%
5041,2012,Qtr 4,October,20,0.0%,0.00%
5042,2012,Qtr 4,October,21,0.0%,0.00%
5043,2012,Qtr 4,October,22,0.0%,0.00%
5044,2012,Qtr 4,October,23,0.0%,0.00%
5045,2012,Qtr 4,October,24,0.0%,0.00%
5046,2012,Qtr 4,October,25,0.0%,0.00%
5047,2012,Qtr 4,October,26,0.0%,0.00%
5048,2012,Qtr 4,October,27,0.0%,0.00%
5049,2012,Qtr 4,October,28,0.0%,0.00%
5050,2012,Qtr 4,October,29,0.0%,0.00%
5051,2012,Qtr 4,October,30,0.0%,0.00%
5052,2012,Qtr 4,October,31,0.0%,0.00%
5053,2012,Qtr 4,November,1,0.0%,0.00%
5054,2012,Qtr 4,November,2,0.0%,0.00%
5055,2012,Qtr 4,November,3,0.0%,0.00%
5056,2012,Qtr 4,November,4,0.0%,0.00%
5057,2012,Qtr 4,November,5,0.0%,0.00%
5058,2012,Qtr 4,November,6,0.0%,0.00%
5059,2012,Qtr 4,November,7,0.0%,0.00%
5060,2012,Qtr 4,November,8,0.0%,0.00%
5061,2012,Qtr 4,November,9,0.0%,0.00%
5062,2012,Qtr 4,November,10,0.0%,0.00%
5063,2012,Qtr 4,November,11,0.0%,0.00%
5064,2012,Qtr 4,November,12,0.0%,0.00%
5065,2012,Qtr 4,November,13,0.0%,0.00%
5066,2012,Qtr 4,November,14,0.0%,0.00%
5067,2012,Qtr 4,November,15,0.0%,0.00%
5068,2012,Qtr 4,November,16,0.0%,0.00%
5069,2012,Qtr 4,November,17,0.0%,0.00%
5070,2012,Qtr 4,November,18,0.0%,0.00%
5071,2012,Qtr 4,November,19,0.0%,0.00%
5072,2012,Qtr 4,November,20,0.0%,0.00%
5073,2012,Qtr 4,November,21,0.0%,0.00%
5074,2012,Qtr 4,November,22,0.0%,0.00%
5075,2012,Qtr 4,November,23,0.0%,0.00%
5076,2012,Qtr 4,November,24,0.0%,0.00%
5077,2012,Qtr 4,November,25,0.0%,0.00%
5078,2012,Qtr 4,November,26,0.0%,0.00%
5079,2012,Qtr 4,November,27,0.0%,0.00%
5080,2012,Qtr 4,November,28,0.0%,0.00%
5081,2012,Qtr 4,November,29,0.0%,0.00%
5082,2012,Qtr 4,November,30,0.0%,0.00%
5083,2012,Qtr 4,December,1,0.0%,0.00%
5084,2012,Qtr 4,December,2,0.0%,0.00%
5085,2012,Qtr 4,December,3,0.0%,0.00%
5086,2012,Qtr 4,December,4,0.0%,0.00%
5087,2012,Qtr 4,December,5,0.0%,0.00%
5088,2012,Qtr 4,December,6,0.0%,0.00%
5089,2012,Qtr 4,December,7,0.0%,0.00%
5090,2012,Qtr 4,December,8,0.0%,0.00%
5091,2012,Qtr 4,December,9,0.0%,0.00%
5092,2012,Qtr 4,December,10,0.0%,0.00%
5093,2012,Qtr 4,December,11,0.0%,0.00%
5094,2012,Qtr 4,December,12,0.0%,0.00%
5095,2012,Qtr 4,December,13,0.0%,0.00%
5096,2012,Qtr 4,December,14,0.0%,0.00%
5097,2012,Qtr 4,December,15,0.0%,0.00%
5098,2012,Qtr 4,December,16,0.0%,0.00%
5099,2012,Qtr 4,December,17,0.0%,0.00%
5100,2012,Qtr 4,December,18,0.0%,0.00%
5101,2012,Qtr 4,December,19,0.0%,0.00%
5102,2012,Qtr 4,December,20,0.0%,0.00%
5103,2012,Qtr 4,December,21,0.0%,0.00%
5104,2012,Qtr 4,December,22,0.0%,0.00%
5105,2012,Qtr 4,December,23,0.0%,0.00%
5106,2012,Qtr 4,December,24,0.0%,0.00%
5107,2012,Qtr 4,December,25,0.0%,0.00%
5108,2012,Qtr 4,December,26,0.0%,0.00%
5109,2012,Qtr 4,December,27,0.0%,0.00%
5110,2012,Qtr 4,December,28,0.0%,0.00%
5111,2012,Qtr 4,December,29,0.0%,0.00%
5112,2012,Qtr 4,December,30,0.0%,0.00%
5113,2012,Qtr 4,December,31,0.0%,0.00%
5114,2013,Qtr 1,January,1,0.0%,0.00%
5115,2013,Qtr 1,January,2,0.0%,0.00%
5116,2013,Qtr 1,January,3,0.0%,0.00%
5117,2013,Qtr 1,January,4,0.0%,0.00%
5118,2013,Qtr 1,January,5,0.0%,0.00%
5119,2013,Qtr 1,January,6,0.0%,0.00%
5120,2013,Qtr 1,January,7,0.0%,0.00%
5121,2013,Qtr 1,January,8,0.0%,0.00%
5122,2013,Qtr 1,January,9,0.0%,0.00%
5123,2013,Qtr 1,January,10,0.0%,0.00%
5124,2013,Qtr 1,January,11,0.0%,0.00%
5125,2013,Qtr 1,January,12,0.0%,0.00%
5126,2013,Qtr 1,January,13,0.0%,0.00%
5127,2013,Qtr 1,January,14,0.0%,0.00%
5128,2013,Qtr 1,January,15,0.0%,0.00%
5129,2013,Qtr 1,January,16,0.0%,0.00%
5130,2013,Qtr 1,January,17,0.0%,0.00%
5131,2013,Qtr 1,January,18,0.0%,0.00%
5132,2013,Qtr 1,January,19,0.0%,0.00%
5133,2013,Qtr 1,January,20,0.0%,0.00%
5134,2013,Qtr 1,January,21,0.0%,0.00%
5135,2013,Qtr 1,January,22,0.0%,0.00%
5136,2013,Qtr 1,January,23,0.0%,0.00%
5137,2013,Qtr 1,January,24,0.0%,0.00%
5138,2013,Qtr 1,January,25,0.0%,0.00%
5139,2013,Qtr 1,January,26,0.0%,0.00%
5140,2013,Qtr 1,January,27,0.0%,0.00%
5141,2013,Qtr 1,January,28,0.0%,0.00%
5142,2013,Qtr 1,January,29,0.0%,0.00%
5143,2013,Qtr 1,January,30,0.0%,0.00%
5144,2013,Qtr 1,January,31,0.0%,0.00%
5145,2013,Qtr 1,February,1,0.0%,0.00%
5146,2013,Qtr 1,February,2,0.0%,0.00%
5147,2013,Qtr 1,February,3,0.0%,0.00%
5148,2013,Qtr 1,February,4,0.0%,0.00%
5149,2013,Qtr 1,February,5,0.0%,0.00%
5150,2013,Qtr 1,February,6,0.0%,0.00%
5151,2013,Qtr 1,February,7,0.0%,0.00%
5152,2013,Qtr 1,February,8,0.0%,0.00%
5153,2013,Qtr 1,February,9,0.0%,0.00%
5154,2013,Qtr 1,February,10,0.0%,0.00%
5155,2013,Qtr 1,February,11,0.0%,0.00%
5156,2013,Qtr 1,February,12,0.0%,0.00%
5157,2013,Qtr 1,February,13,0.0%,0.00%
5158,2013,Qtr 1,February,14,0.0%,0.00%
5159,2013,Qtr 1,February,15,0.0%,0.00%
5160,2013,Qtr 1,February,16,0.0%,0.00%
5161,2013,Qtr 1,February,17,0.0%,0.00%
5162,2013,Qtr 1,February,18,0.0%,0.00%
5163,2013,Qtr 1,February,19,0.0%,0.00%
5164,2013,Qtr 1,February,20,0.0%,0.00%
5165,2013,Qtr 1,February,21,0.0%,0.00%
5166,2013,Qtr 1,February,22,0.0%,0.00%
5167,2013,Qtr 1,February,23,0.0%,0.00%
5168,2013,Qtr 1,February,24,0.0%,0.00%
5169,2013,Qtr 1,February,25,0.0%,0.00%
5170,2013,Qtr 1,February,26,0.0%,0.00%
5171,2013,Qtr 1,February,27,0.0%,0.00%
5172,2013,Qtr 1,February,28,0.0%,0.00%
5173,2013,Qtr 1,March,1,0.0%,0.00%
5174,2013,Qtr 1,March,2,0.0%,0.00%
5175,2013,Qtr 1,March,3,0.0%,0.00%
5176,2013,Qtr 1,March,4,0.0%,0.00%
5177,2013,Qtr 1,March,5,0.0%,0.00%
5178,2013,Qtr 1,March,6,0.0%,0.00%
5179,2013,Qtr 1,March,7,0.0%,0.00%
5180,2013,Qtr 1,March,8,0.0%,0.00%
5181,2013,Qtr 1,March,9,0.0%,0.00%
5182,2013,Qtr 1,March,10,0.0%,0.00%
5183,2013,Qtr 1,March,11,0.0%,0.00%
5184,2013,Qtr 1,March,12,0.0%,0.00%
5185,2013,Qtr 1,March,13,0.0%,0.00%
5186,2013,Qtr 1,March,14,0.0%,0.00%
5187,2013,Qtr 1,March,15,0.0%,0.00%
5188,2013,Qtr 1,March,16,0.0%,0.00%
5189,2013,Qtr 1,March,17,0.0%,0.00%
5190,2013,Qtr 1,March,18,0.0%,0.00%
5191,2013,Qtr 1,March,19,0.0%,0.00%
5192,2013,Qtr 1,March,20,0.0%,0.00%
5193,2013,Qtr 1,March,21,0.0%,0.00%
5194,2013,Qtr 1,March,22,0.0%,0.00%
5195,2013,Qtr 1,March,23,0.0%,0.00%
5196,2013,Qtr 1,March,24,0.0%,0.00%
5197,2013,Qtr 1,March,25,0.0%,0.00%
5198,2013,Qtr 1,March,26,0.0%,0.00%
5199,2013,Qtr 1,March,27,0.0%,0.00%
5200,2013,Qtr 1,March,28,0.0%,0.00%
5201,2013,Qtr 1,March,29,0.0%,0.00%
5202,2013,Qtr 1,March,30,0.0%,0.00%
5203,2013,Qtr 1,March,31,0.0%,0.00%
